Tipus pla,Número d'inscripció,Nom del pla,Estat,Data d'homologació,Últim esdeveniment,Data de l'últim esdeveniment,Ine5,Municipi,Comarca,Servei territorial,Vegueria,Província
E,5968,PAM INFOCAT Vilalba dels Arcs,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43175,Vilalba dels Arcs,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,9137,PAM INFOCAT Montclar,Homologat,10/03/2022,Homologació,10/03/2022,08130,Montclar,Berguedà,Catalunya Central,Catalunya Central,Barcelona
T,8297,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Santa Perpètua de Mogoda,Homologat,10/12/2021,Homologació,10/12/2021,08260,Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Barcelona,Barcelona
T,8645,PA PROCICAT - Transport Viatgers Ferrocarill Pradell de la Teixeta,Homologat,10/12/2021,Homologació,10/12/2021,43115,Pradell de la Teixeta,Priorat,Tarragona,Tarragona,Tarragona
E,8748,PAM PLASEQCAT Sant Quirze Safaja,Homologat,10/12/2021,Homologació,10/12/2021,08239,Sant Quirze Safaja,Moianès,Catalunya Central,Catalunya Central,Barcelona
T,8511,PA PROCICAT - Transport Viatgers Ferrocarill Riells i Viabrea,Homologat,10/12/2021,Homologació,10/12/2021,17146,Riells i Viabrea,Selva,Girona,Girona,Girona
E,4796,PAM INFOCAT Esterri d'Àneu,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,25086,Esterri d'Àneu,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5904,PAM NEUCAT Rocafort de Queralt,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43130,Rocafort de Queralt,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,5272,PAM NEUCAT Orís,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08150,Orís,Osona,Catalunya Central,Catalunya Central,Barcelona
E,8091,PAM INFOCAT Cercs,Homologat,10/12/2021,Homologació,10/12/2021,08268,Cercs,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,8952,PAM VENTCAT Arbolí,Homologat,10/03/2022,Homologació,10/03/2022,43015,Arbolí,Baix Camp,Tarragona,Tarragona,Tarragona
E,8851,PAM INUNCAT  Sant Pere de Riudebitlles,Homologat,10/03/2022,Homologació,10/03/2022,08232,Sant Pere de Riudebitlles,Alt Penedès,Barcelona,Penedès,Barcelona
E,5824,PAM NEUCAT Les Masies de Voltregà,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08117,Masies de Voltregà,Osona,Catalunya Central,Catalunya Central,Barcelona
E,2458,PAM SISMICAT Llanars,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,17091,Llanars,Ripollès,Girona,Girona,Girona
E,8567,PAM SISMICAT Montoliu de Segarra,Homologat,10/12/2021,Revisió,10/12/2021,25141,Montoliu de Segarra,Segarra,Lleida,Lleida,Lleida
E,5277,PAM INUNCAT Roda de Ter,Homologat pendent de revisió,05/12/2018,Actualització,10/12/2121,08183,Roda de Ter,Osona,Catalunya Central,Catalunya Central,Barcelona
E,879,PAM NEUCAT Rialp,Homologat pendent de revisió,29/09/2004,Homologació,29/09/2004,25183,Rialp,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
T,2618,PBEM Riumors,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,17151,Riumors,Alt Empordà,Girona,Girona,Girona
E,8279,PAM SISMICAT Santa Coloma de Cervelló,Homologat,10/12/2021,Homologació,10/12/2021,08244,Santa Coloma de Cervelló,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,10281,PBEM  Avià,Homologat,06/10/2022,Homologació,06/10/2022,08011,Avià,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,6455,PAM INUNCAT Caldes de Malavella,Homologat,30/10/2020,Homologació,30/10/2020,17033,Caldes de Malavella,Selva,Girona,Girona,Girona
E,3096,PAM NEUCAT La Molsosa,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,25136,Molsosa,Solsonès,Catalunya Central,Catalunya Central,Lleida
F,4177,PEM Àrees pública concurrència Correfocs Masdenverge,Homologat pendent de revisió,03/10/2013,Homologació,03/10/2013,43078,Masdenverge,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,6582,PAM NEUCAT Sant Pau de Segúries,Homologat,02/12/2020,Homologació,02/12/2020,17177,Sant Pau de Segúries,Ripollès,Girona,Girona,Girona
T,3461,PBEM Sant Ferriol,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,17162,Sant Ferriol,Garrotxa,Girona,Girona,Girona
T,8494,PA PROCICAT - Transport Viatgers Ferrocarill Pont de Molins,Homologat,10/12/2021,Homologació,10/12/2021,17135,Pont de Molins,Alt Empordà,Girona,Girona,Girona
E,5337,PAM INFOCAT Campllong,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17038,Campllong,Gironès,Girona,Girona,Girona
F,1162,PEM Accidents TMP per conduccions de Pratdip,Homologat pendent de revisió,21/12/2005,Homologació,21/12/2005,43118,Pratdip,Baix Camp,Tarragona,Tarragona,Tarragona
E,8176,PAM VENTCAT Organyà,Homologat,10/12/2021,Homologació,10/12/2021,25155,Organyà,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5266,PAM SISMICAT Masquefa,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08119,Masquefa,Anoia,Catalunya Central,Penedès,Barcelona
E,10653,PAM SISMICAT Argentona,Homologat,15/12/2022,Homologació,15/12/2022,08009,Argentona,Maresme,Barcelona,Barcelona,Barcelona
E,3727,PAM SISMICAT Gisclareny,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,08093,Gisclareny,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,2621,PAM INUNCAT Sant Feliu de Pallerols,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,17161,Sant Feliu de Pallerols,Garrotxa,Girona,Girona,Girona
E,5158,PAM INFOCAT Matadepera,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08120,Matadepera,Vallès Occidental,Barcelona,Barcelona,Barcelona
T,8916,PBEM Santa Maria de Palautordera,Homologat,10/03/2022,Homologació,10/03/2022,08259,Santa Maria de Palautordera,Vallès Oriental,Barcelona,Barcelona,Barcelona
F,2254,PEM Esdeveniments Musicals a l'Aire Lliure: Parc Central,Homologat pendent de revisió,18/12/2008,Homologació,18/12/2008,08121,Mataró,Maresme,Barcelona,Barcelona,Barcelona
E,2374,PAM INUNCAT Foixà,Homologat pendent de revisió,30/04/2009,Actualització,16/02/2012,17068,Foixà,Baix Empordà,Girona,Girona,Girona
E,2328,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre de La Granadella,Homologat pendent de revisió,19/02/2009,Homologació,19/02/2009,25101,Granadella,Garrigues,Lleida,Lleida,Lleida
E,6246,PAM INFOCAT Puig-reig,Homologat,28/02/2020,Homologació,28/02/2020,08175,Puig-reig,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,8562,PAM VENTCAT Montgai,Homologat,10/12/2021,Homologació,10/12/2021,25138,Montgai,Noguera,Lleida,Lleida,Lleida
E,570,PAM PLASEQCAT Salou,Homologat pendent de revisió,18/12/2002,Homologació,18/12/2002,43905,Salou,Tarragonès,Tarragona,Tarragona,Tarragona
F,4496,PEM Festa Major d'Estiu del Morell,Homologat pendent de revisió,05/03/2015,Homologació,05/03/2015,43095,Morell,Tarragonès,Tarragona,Tarragona,Tarragona
T,8382,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Sant Joan de Vilatorrada,Homologat,10/12/2021,Homologació,10/12/2021,08218,Sant Joan de Vilatorrada,Bages,Catalunya Central,Catalunya Central,Barcelona
E,2954,PAM NEUCAT Vallfogona de Ripollès,Homologat pendent de revisió,08/09/2010,Homologació,08/09/2010,17170,Vallfogona de Ripollès,Ripollès,Girona,Girona,Girona
E,1689,PAM SISMICAT Fontcoberta,Homologat pendent de revisió,20/09/2007,Homologació,20/09/2007,17071,Fontcoberta,Pla de l'Estany,Girona,Girona,Girona
F,3892,PEM Mitja Marató Cambrils,Homologat pendent de revisió,26/04/2012,Actualització,24/04/2014,43038,Cambrils,Baix Camp,Tarragona,Tarragona,Tarragona
E,4918,PAM TRANSCAT Alfés,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,25014,Alfés,Segrià,Lleida,Lleida,Lleida
E,8143,PAM AEROCAT Ribera d'Urgellet,Homologat,10/12/2021,Homologació,10/12/2021,25185,Ribera d'Urgellet,Alt Urgell,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,1718,PAM NEUCAT Les,Homologat pendent de revisió,20/09/2007,Homologació,20/09/2007,25121,Les,Aran,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,10584,PAM INUNCAT Viladecans,Homologat,06/10/2022,Homologació,06/10/2022,08301,Viladecans,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,6345,PAM TRANSCAT Móra la Nova,Homologat,28/02/2020,Homologació,28/02/2020,43094,Móra la Nova,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,8236,PAM INUNCAT  Sant Adrià de Besòs,Homologat,10/12/2021,Homologació,10/12/2021,08194,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,Barcelona
E,3678,PAM INFOCAT Maspujols,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,43081,Maspujols,Baix Camp,Tarragona,Tarragona,Tarragona
E,4859,PAM NEUCAT Fontanilles,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,17070,Fontanilles,Baix Empordà,Girona,Girona,Girona
E,10542,PAM INFOCAT Rupit i Pruit,Homologat,06/10/2022,Homologació,06/10/2022,08901,Rupit i Pruit,Osona,Catalunya Central,Catalunya Central,Barcelona
E,5456,PAM SISMICAT Ultramort,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17203,Ultramort,Baix Empordà,Girona,Girona,Girona
T,8281,PA PROCICAT - Transport Viatgers Ferrocarill Santa Coloma de Cervelló,Homologat,10/12/2021,Homologació,10/12/2021,08244,Santa Coloma de Cervelló,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,5571,PBEM Ponts,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25172,Ponts,Noguera,Lleida,Lleida,Lleida
E,7962,PAM NEUCAT Agramunt,Homologat pendent de revisió,05/12/2018,Actualització,10/12/2021,25003,Agramunt,Urgell,Lleida,Lleida,Lleida
E,5691,PAM SISMICAT Ascó,Homologat pendent de revisió,05/12/2018,Actualització,28/02/2020,43019,Ascó,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,10314,PAM TRANSCAT Cabanes,Homologat,06/10/2022,Homologació,06/10/2022,17030,Cabanes,Alt Empordà,Girona,Girona,Girona
F,5966,PEM Àrees pública concurrència - Fira de l'Oli Santa Bàrbara,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43138,Santa Bàrbara,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
F,4119,PEM Àrees pública concurrència - Correfocs Albinyana,Homologat pendent de revisió,13/06/2013,Homologació,13/06/2013,43002,Albinyana,Baix Penedès,Tarragona,Penedès,Tarragona
E,8447,PAM VENTCAT Garriguella,Homologat,10/12/2021,Homologació,10/12/2021,17077,Garriguella,Alt Empordà,Girona,Girona,Girona
E,6419,PAM INFOCAT Sora,Homologat,30/10/2020,Homologació,30/10/2020,08272,Sora,Osona,Catalunya Central,Catalunya Central,Barcelona
E,2657,PAM INUNCAT L'Espluga de Francolí,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43054,Espluga de Francolí,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,5560,PAM TRANSCAT Els Omellons,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25153,Omellons,Garrigues,Lleida,Lleida,Lleida
E,5689,PAM PLASEQCAT Ascó,Homologat pendent de revisió,05/12/2018,Actualització,28/02/2020,43019,Ascó,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,8515,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Riudellots de la Selva,Homologat,10/12/2021,Homologació,10/12/2021,17150,Riudellots de la Selva,Selva,Girona,Girona,Girona
E,6551,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre de Roda de Berà,Homologat,30/10/2020,Homologació,30/10/2020,43131,Roda de Berà,Tarragonès,Tarragona,Tarragona,Tarragona
T,8221,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Polinyà,Homologat,10/12/2021,Homologació,10/12/2021,08167,Polinyà,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,1939,PAM INUNCAT Sant Feliu de Buixalleu,Homologat pendent de revisió,06/05/2008,Homologació,06/05/2008,17159,Sant Feliu de Buixalleu,Selva,Girona,Girona,Girona
E,6599,PAM VENTCAT Jorba,Homologat,22/12/2020,Homologació,22/12/2020,08103,Jorba,Anoia,Catalunya Central,Penedès,Barcelona
E,5827,PAM INUNCAT Les Masies de Voltregà,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08117,Masies de Voltregà,Osona,Catalunya Central,Catalunya Central,Barcelona
E,2070,PAM PLASEQCAT Tortosa,Homologat pendent de revisió,10/07/2008,Homologació,10/07/2008,43155,Tortosa,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,8196,PAM SISMICAT Olivella,Homologat,10/12/2021,Homologació,10/12/2021,08148,Olivella,Garraf,Barcelona,Penedès,Barcelona
E,1501,PAM INUNCAT L'Armentera,Homologat pendent de revisió,26/04/2007,Homologació,26/04/2007,17011,Armentera,Alt Empordà,Girona,Girona,Girona
T,5677,PBEM Alfara de Carles,Homologat pendent de revisió,05/12/2018,Actualització,28/02/2020,43008,Alfara de Carles,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,3416,PAM SISMICAT Talarn,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,25215,Talarn,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,3603,PAM NEUCAT Juneda,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,25119,Juneda,Garrigues,Lleida,Lleida,Lleida
T,481,PBEM Llinars del Vallès,Homologat pendent de revisió,03/11/1998,Homologació,03/11/1998,08106,Llinars del Vallès,Vallès Oriental,Barcelona,Barcelona,Barcelona
T,1569,PBEM La Vall d'en Bas,Homologat pendent de revisió,26/04/2007,Homologació,26/04/2007,17207,Vall d'en Bas,Garrotxa,Girona,Girona,Girona
E,8166,PAM NEUCAT Salàs de Pallars,Homologat,10/12/2021,Revisió,10/12/2021,25190,Salàs de Pallars,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,1113,PAM NEUCAT Bigues i Riells,Homologat pendent de revisió,21/12/2005,Actualització,20/12/2007,08023,Bigues i Riells del Fai,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,3744,PAM TRANSCAT Ullastre,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17205,Ullastret,Baix Empordà,Girona,Girona,Girona
E,2211,PAM NEUCAT Albanyà,Homologat pendent de revisió,18/12/2008,Homologació,18/12/2008,17003,Albanyà,Alt Empordà,Girona,Girona,Girona
E,8744,PAM INFOCAT Sant Quirze Safaja,Homologat,10/12/2021,Homologació,10/12/2021,08239,Sant Quirze Safaja,Moianès,Catalunya Central,Catalunya Central,Barcelona
E,3738,PAM SISMICAT Esterri de Cardós,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,25087,Esterri de Cardós,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,3477,PAM INFOCAT Bellaguarda,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,25170,Bellaguarda,Garrigues,Lleida,Lleida,Lleida
E,8540,PAM SISMICAT Granyena de Segarra,Homologat,10/12/2021,Homologació,10/12/2021,25104,Granyena de Segarra,Segarra,Lleida,Lleida,Lleida
E,8687,PAM TRANSCAT El Vendrell,Homologat,10/12/2021,Homologació,10/12/2021,43163,Vendrell,Baix Penedès,Tarragona,Penedès,Tarragona
E,5495,PAM SISMICAT Balaguer,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25040,Balaguer,Noguera,Lleida,Lleida,Lleida
E,349,PAM INFOCAT Selva de Mar,Homologat pendent de revisió,16/07/1998,Homologació,16/07/1998,17188,Selva de Mar,Alt Empordà,Girona,Girona,Girona
T,9041,PBEM Foradada,Homologat,10/03/2022,Revisió,10/03/2022,25094,Foradada,Noguera,Lleida,Lleida,Lleida
E,6231,PAM VENTCAT Santa Margarida i els Monjos,Homologat,28/02/2020,Homologació,28/02/2020,08251,Santa Margarida i els Monjos,Alt Penedès,Barcelona,Penedès,Barcelona
E,3977,PAM INUNCAT Cerdanyola del Vallès,Homologat pendent de revisió,13/12/2012,Homologació,13/12/2012,08266,Cerdanyola del Vallès,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,9054,PAM SISMICAT Maià de Montcal,Homologat,10/03/2022,Homologació,10/03/2022,17098,Maià de Montcal,Garrotxa,Girona,Girona,Girona
E,5804,PAM TRANSCAT Vilanova del Vallès,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08902,Vilanova del Vallès,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,5755,PA PROCICAT - Transport Viatgers Ferrocarril Castellbisbal,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08054,Castellbisbal,Vallès Occidental,Barcelona,Barcelona,Barcelona
T,8249,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Sant Andreu de la Barca,Homologat,10/12/2021,Homologació,10/12/2021,08196,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,Barcelona
F,4282,PEM Àrees pública concurrència  Mercat Medieval Castellet i la Gornal,Homologat pendent de revisió,24/04/2014,Homologació,24/04/2014,08058,Castellet i la Gornal,Alt Penedès,Barcelona,Penedès,Barcelona
E,8489,PAM NEUCAT Pont de Molins,Homologat,10/12/2021,Homologació,10/12/2021,17135,Pont de Molins,Alt Empordà,Girona,Girona,Girona
T,10606,PBEM  Vinaixa,Homologat,06/10/2022,Revisió,06/10/2022,25255,Vinaixa,Garrigues,Lleida,Lleida,Lleida
T,8064,PBEM Castellví de la Marca,Homologat,10/12/2021,Homologació,10/12/2021,08065,Castellví de la Marca,Alt Penedès,Barcelona,Penedès,Barcelona
E,8469,PAM SISMICAT La Vall de Bianya,Homologat,10/12/2021,Revisió,10/12/2021,17208,Vall de Bianya,Garrotxa,Girona,Girona,Girona
E,2737,PAM SISMICAT Flaçà,Homologat pendent de revisió,17/12/2009,Homologació,17/12/2009,17067,Flaçà,Gironès,Girona,Girona,Girona
E,293,PAM INFOCAT Rubí,Homologat pendent de revisió,30/03/2000,Homologació,30/03/2000,08184,Rubí,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,8024,PAM SISMICAT Calafell,Homologat,10/12/2021,Homologació,10/12/2021,43037,Calafell,Baix Penedès,Tarragona,Penedès,Tarragona
E,1633,PAM SISMICAT Masarac,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,17100,Masarac,Alt Empordà,Girona,Girona,Girona
E,5211,PAM PLASEQCAT Castellbell i el Vilar,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08053,Castellbell i el Vilar,Bages,Catalunya Central,Catalunya Central,Barcelona
E,8476,PAM SISMICAT Llambilles,Homologat,10/12/2021,Homologació,10/12/2021,17090,Llambilles,Gironès,Girona,Girona,Girona
F,6631,PEM Espectacles a l'Aire Lliure Bellpuig,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25050,Bellpuig,Urgell,Lleida,Lleida,Lleida
E,5105,PAM INUNCAT Vielha e Mijaran,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25243,Vielha e Mijaran,Aran,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,1129,PAM INFOCAT Sant Climent Sescebes,Homologat pendent de revisió,21/12/2005,Homologació,21/12/2005,17158,Sant Climent Sescebes,Alt Empordà,Girona,Girona,Girona
T,7937,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Castellcir,Homologat pendent de revisió,05/12/2018,Actualització,10/12/2021,08055,Castellcir,Moianès,Catalunya Central,Catalunya Central,Barcelona
E,8053,PAM NEUCAT Guissona,Homologat,10/12/2021,Revisió,10/12/2021,25110,Guissona,Segarra,Lleida,Lleida,Lleida
E,7989,PAM INFOCAT Barberà del Vallès,Homologat,10/12/2021,Homologació,10/12/2021,08252,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,5303,PAM INUNCAT Sant Vicenç de Torelló,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08265,Sant Vicenç de Torelló,Osona,Catalunya Central,Catalunya Central,Barcelona
T,8576,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Ribera d'Ondara,Homologat,10/12/2021,Revisió,10/12/2021,25905,Ribera d'Ondara,Segarra,Lleida,Lleida,Lleida
E,8305,PAM INUNCAT  Subirats,Homologat,10/12/2021,Homologació,10/12/2021,08273,Subirats,Alt Penedès,Barcelona,Penedès,Barcelona
T,2228,PBEM Sant Andreu Salou,Homologat pendent de revisió,18/12/2008,Homologació,18/12/2008,17157,Sant Andreu Salou,Gironès,Girona,Girona,Girona
T,4843,PBEM Calonge,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,17034,Calonge i Sant Antoni,Baix Empordà,Girona,Girona,Girona
E,8073,PAM VENTCAT Castellterçol,Homologat,10/12/2021,Homologació,10/12/2021,08064,Castellterçol,Moianès,Catalunya Central,Catalunya Central,Barcelona
E,1149,PAM INFOCAT Sant Esteve de la Sarga,Homologat pendent de revisió,21/12/2005,Homologació,21/12/2005,25196,Sant Esteve de la Sarga,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,6543,PA PROCICAT - MalaltiesTransmissibles Emergents Alt Risc Reus,Homologat,30/10/2020,Homologació,30/10/2020,43123,Reus,Baix Camp,Tarragona,Tarragona,Tarragona
T,4704,PBEM Albatàrrec,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,25007,Albatàrrec,Segrià,Lleida,Lleida,Lleida
T,8445,PBEM Garriguella,Homologat,10/12/2021,Homologació,10/12/2021,17077,Garriguella,Alt Empordà,Girona,Girona,Girona
E,8130,PAM NEUCAT La Torre de Cabdella,Homologat,10/12/2021,Homologació,10/12/2021,25227,Torre de Cabdella,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,2665,PAM TRANSCAT Mont-roig del Camp,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43092,Mont-roig del Camp,Baix Camp,Tarragona,Tarragona,Tarragona
E,8930,PAM INFOCAT Sant Climent de Llobregat,Homologat,10/03/2022,Homologació,10/03/2022,08204,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
